Gender_sebelum,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Average monthly expenditure for online shopping in relation to monthly income,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3 ,SC4 ,SC5,NE1,NE2,NE3,NE4,NE5,Age,Gender
2,1,1,2002,1,1,2,4,4,4,3,1,1,1,1,1,3,2,3,2,3,4,3,3,4,3,4,3,2,3,3,3,3,3,2,22,1
2,2,3,2001,2,4,2,1,1,1,1,4,5,2,5,4,3,3,2,2,2,5,3,4,4,5,5,5,5,5,5,4,5,4,5,23,1
2,1,3,1980,2,1,2,4,4,3,3,2,1,1,1,2,3,3,2,2,2,3,3,4,4,3,4,2,2,3,2,3,3,3,3,44,1
2,1,3,1997,1,1,2,3,3,2,4,2,2,3,2,2,2,2,2,3,3,4,4,4,4,3,3,3,2,2,3,3,3,3,3,27,1
2,1,3,1981,2,3,1,3,3,4,2,2,2,2,2,2,4,1,2,1,2,4,4,4,4,4,4,3,2,3,3,4,4,4,2,43,1
2,1,1,2002,1,2,1,4,2,2,3,2,2,2,2,3,4,3,3,2,2,4,4,4,4,4,4,2,2,3,4,3,4,2,3,22,1
2,1,1,1992,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,3,3,5,4,3,4,2,32,1
2,2,2,2004,2,5,2,2,2,2,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,20,1
2,1,1,2002,1,2,1,3,2,3,2,1,1,1,1,2,2,2,2,2,2,4,3,4,3,4,4,2,2,3,4,4,4,4,4,22,1
2,1,4,2003,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,3,2,3,5,5,5,4,2,21,1
2,1,2,2004,3,6,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,4,2,2,2,4,4,4,4,3,20,1
1,1,1,2004,1,2,1,5,3,1,1,3,5,3,4,3,3,3,4,1,4,4,3,4,4,5,5,5,2,4,3,4,4,3,1,20,0
1,1,4,1972,2,6,1,4,3,3,3,4,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,3,2,52,0
2,1,3,1972,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,5,5,4,4,4,52,1
2,1,1,1966,1,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,3,3,4,5,5,5,1,3,58,1
2,1,1,1977,1,1,2,3,3,3,3,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,3,2,2,4,5,3,5,3,3,47,1
2,2,3,2004,2,3,1,3,4,2,4,4,4,4,4,4,4,4,3,1,2,5,5,5,5,1,3,2,2,2,4,2,3,1,1,20,1
1,1,4,1991,2,6,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,5,3,3,3,33,0
2,2,3,1978,2,5,4,1,1,1,1,5,5,4,5,1,1,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,1,3,46,1
2,2,3,2004,2,5,2,4,3,2,3,4,4,4,4,4,2,3,3,2,2,5,4,4,4,3,4,4,4,4,2,2,1,2,1,20,1
1,1,4,1994,2,6,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,4,5,4,2,4,5,5,5,5,5,30,0
1,1,3,2004,2,6,2,5,5,2,4,2,2,2,2,3,3,3,1,1,1,5,5,5,5,3,3,2,3,3,5,3,2,1,1,20,0
2,1,4,2003,2,6,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,21,1
2,1,4,2003,2,1,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,21,1
2,1,3,2003,1,1,2,3,4,3,3,2,2,2,2,3,1,2,2,2,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,21,1
2,1,3,2002,2,6,1,4,4,4,4,1,1,1,1,2,2,1,1,1,1,4,4,4,4,3,3,2,2,2,4,4,5,4,2,22,1
2,1,4,1990,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,4,4,5,5,5,5,5,5,34,1
2,1,1,2003,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,4,5,21,1
2,1,3,2003,2,3,2,2,1,3,1,1,1,1,1,2,2,2,2,2,2,3,3,4,3,4,4,2,4,4,2,3,1,2,2,21,1
2,1,1,2003,1,1,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,4,5,3,3,4,3,3,21,1
2,1,4,2002,3,1,2,3,3,3,4,2,2,2,2,2,2,2,1,2,2,4,4,4,4,2,2,1,2,3,2,3,3,3,3,22,1
2,1,1,2004,1,1,1,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,20,1
1,1,1,2004,1,1,1,2,3,4,1,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,4,2,2,2,5,5,5,1,1,20,0
2,1,1,1999,1,1,1,4,3,4,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,3,3,4,4,4,4,4,25,1
2,1,3,2003,2,6,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,4,3,2,3,3,3,3,3,3,21,1
2,2,4,2001,2,6,1,3,3,3,2,4,4,3,4,4,2,2,2,2,2,2,2,2,2,3,4,2,2,2,5,5,5,5,5,23,1
2,1,1,1996,1,1,2,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,28,1
2,1,2,1986,1,1,1,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2,38,1
2,1,3,1980,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,3,4,3,4,5,5,5,3,4,44,1
2,1,1,2004,1,1,2,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,3,4,2,3,2,5,5,5,4,4,20,1
2,1,3,2003,2,6,1,4,4,4,3,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,4,4,3,3,3,3,3,21,1
2,1,3,2002,3,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,4,3,3,22,1
2,1,4,2003,2,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,4,4,4,4,2,3,2,21,1
2,1,1,2003,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,2,4,5,5,5,4,4,5,21,1
2,1,4,2003,2,5,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,2,4,2,2,2,2,1,21,1
1,1,3,1999,1,1,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,5,5,3,3,5,3,3,3,2,2,25,0
1,1,3,1978,4,4,1,4,3,3,2,1,2,2,2,1,1,1,1,2,2,3,3,3,3,4,4,3,4,3,5,4,4,3,4,46,0
2,2,1,1981,1,1,1,3,4,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,3,3,2,2,2,3,3,43,1
2,2,1,1980,1,3,3,4,3,3,1,3,4,4,4,3,3,3,3,3,4,4,4,4,4,5,4,5,5,3,3,4,4,3,3,44,1
2,2,1,1997,1,1,2,4,4,4,3,4,4,3,3,3,3,3,2,3,3,4,4,4,4,4,5,2,3,3,3,3,3,3,3,27,1
2,1,2,1993,1,1,1,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2,31,1
2,1,1,2003,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,5,5,3,2,5,5,4,2,2,2,2,2,21,1
2,2,3,1971,3,1,1,2,2,3,1,3,4,4,3,4,3,3,2,2,2,4,3,4,3,3,3,3,2,4,4,5,5,5,4,53,1
2,1,1,2003,1,1,1,2,3,4,2,1,1,1,1,1,2,2,1,1,1,4,3,3,3,4,4,3,3,3,4,4,4,3,3,21,1
1,1,3,1992,2,3,1,2,2,4,1,4,4,4,4,4,4,4,4,3,4,3,3,3,3,1,1,5,5,3,3,3,3,3,3,32,0
2,2,3,2004,2,6,1,3,2,2,1,5,5,1,3,4,2,2,2,2,4,2,2,2,2,4,4,5,4,5,4,5,4,2,2,20,1
1,1,3,2002,2,6,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,3,2,3,2,4,4,4,3,5,5,5,5,2,3,22,0
2,1,1,1994,1,1,1,2,1,1,1,3,3,2,3,2,3,2,3,2,3,4,3,3,3,5,5,3,3,4,4,3,4,4,3,30,1
1,1,1,1983,1,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,5,5,5,4,5,41,0
2,1,2,1983,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,4,4,4,4,4,41,1
1,1,1,1985,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,39,0
2,1,1,1994,1,1,1,4,3,3,3,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,4,3,4,2,4,5,4,4,30,1
1,1,4,1984,2,6,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,5,4,2,4,3,3,3,4,2,40,0
2,1,1,1980,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,3,3,3,1,4,4,5,3,44,1
2,1,3,1986,2,5,1,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,2,5,5,3,3,3,3,2,38,1
2,1,1,1981,2,3,2,4,4,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,5,3,1,3,3,43,1
2,1,1,1980,1,1,1,4,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,44,1
1,2,1,1973,1,2,2,2,2,2,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,3,3,2,2,3,4,3,3,3,3,51,0
1,2,1,1981,1,1,1,2,2,2,1,3,4,3,4,4,1,2,1,1,3,4,4,4,4,3,3,3,2,5,4,3,4,5,1,43,0
1,1,3,2004,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,3,3,3,3,3,20,0
2,1,3,1977,2,6,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,3,4,3,3,4,4,4,4,4,5,5,4,5,4,47,1
1,2,3,1982,2,3,2,5,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,42,0
1,2,4,1989,2,6,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,35,0
2,2,1,1981,1,1,3,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,2,2,2,43,1
1,1,3,1981,2,5,1,4,4,2,2,2,2,2,2,2,4,2,2,2,4,3,3,3,4,4,4,3,2,3,2,2,2,3,2,43,0
1,2,3,1985,4,6,2,4,3,5,5,1,2,2,3,2,5,5,5,2,2,2,3,1,3,4,2,2,1,1,4,2,4,2,5,39,0
1,1,3,1980,1,1,2,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,44,0
1,2,1,1993,1,1,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3,4,3,3,3,3,3,4,31,0
2,2,1,1982,1,2,1,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,1,3,5,5,5,4,4,4,5,42,1
1,1,3,2003,2,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,0
2,2,3,1982,2,6,1,3,3,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,2,3,4,4,3,2,2,42,1
1,1,4,1972,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,1,1,2,2,2,2,2,52,0
2,1,3,1995,2,5,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,4,2,5,2,4,4,4,2,2,2,2,1,29,1
2,1,3,1991,3,3,1,2,2,2,2,2,4,2,4,2,2,2,2,1,2,4,5,5,5,4,4,4,4,4,4,4,4,4,4,33,1
2,1,4,1992,2,3,1,4,3,3,3,2,2,2,2,2,1,2,2,2,3,3,3,3,3,4,3,2,2,3,4,4,5,3,4,32,1
2,1,4,2004,2,4,2,4,3,3,2,2,3,2,3,3,4,2,1,2,2,4,4,4,5,4,4,3,3,4,2,3,3,2,2,20,1
2,1,1,1986,1,1,1,4,2,2,2,2,2,2,2,3,2,3,2,2,4,4,4,4,4,4,3,3,3,4,4,2,2,2,2,38,1
2,1,4,1968,2,5,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,5,3,5,4,3,56,1
2,1,3,1986,2,4,1,4,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,4,38,1
2,1,1,1983,1,1,1,3,3,3,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,41,1
1,2,4,1990,4,5,3,4,5,2,5,5,3,4,5,5,4,5,3,4,5,4,5,3,4,4,5,4,2,1,2,2,3,1,2,34,0
1,1,3,2004,2,5,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,3,4,4,3,3,3,3,3,4,5,5,5,5,20,0
1,1,1,2003,2,5,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,4,4,4,4,4,4,2,4,4,3,4,5,4,4,21,0
2,1,1,1995,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,3,4,4,4,5,5,5,4,29,1
1,1,3,1980,2,6,1,4,3,3,1,1,1,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,44,0
2,1,3,1998,1,1,1,4,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,26,1
2,1,1,1998,1,2,2,3,4,3,2,3,3,3,3,3,2,2,1,1,2,4,4,4,5,4,5,3,3,3,3,2,2,2,1,26,1
2,2,1,1976,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,3,3,3,3,4,3,3,48,1
1,2,3,1998,2,3,1,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2,26,0
1,1,3,1984,2,2,1,2,2,4,1,2,4,4,4,4,4,2,2,1,1,4,2,4,2,5,5,2,2,5,5,5,5,5,5,40,0
1,1,1,1972,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,52,0
1,1,3,1982,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,3,3,3,4,3,42,0
2,1,4,1968,2,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,3,3,56,1
2,1,4,1972,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2,52,1
1,1,3,1987,2,6,1,2,1,2,1,1,1,1,1,2,3,4,4,4,3,3,3,3,3,5,5,1,4,5,5,5,5,5,2,37,0
2,1,1,1996,1,2,1,2,2,2,2,4,3,4,3,3,2,2,2,2,2,4,3,3,3,4,4,3,3,3,5,4,4,3,3,28,1
2,1,1,1969,1,2,2,3,3,4,3,2,4,4,5,4,4,3,3,3,4,4,5,5,5,4,4,2,3,3,4,4,4,4,4,55,1
2,1,1,1991,2,2,2,4,4,1,1,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,2,2,2,5,4,1,4,3,33,1
2,2,1,1970,1,1,1,4,2,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,5,2,5,4,4,4,4,5,5,54,1
2,2,1,1978,1,1,2,4,4,4,2,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,1,1,1,3,3,3,4,4,46,1
1,1,1,1991,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,2,1,1,5,5,5,5,5,33,0
2,1,1,1991,1,2,1,2,2,2,3,2,4,2,4,3,4,3,2,3,3,4,4,4,4,3,3,2,2,2,4,3,4,3,3,33,1
2,1,4,1982,2,3,2,2,2,2,2,4,4,2,4,2,2,2,2,2,5,4,4,4,4,4,4,2,4,4,1,2,2,2,2,42,1
2,1,1,1987,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3,37,1
2,2,1,1977,1,1,1,4,4,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,2,4,4,4,1,3,4,3,4,47,1
2,1,2,2004,1,1,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,4,2,3,2,5,4,5,5,4,20,1
2,2,1,2003,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5,21,1
2,1,4,1972,2,6,1,4,2,1,1,1,1,1,1,2,2,2,1,1,1,4,4,4,4,4,4,3,3,4,2,2,2,1,1,52,1
2,1,1,2003,1,1,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,5,2,3,4,3,3,4,3,4,21,1
2,1,1,2002,1,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,2,3,2,22,1
2,2,3,1998,2,3,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5,26,1
2,1,4,2002,2,3,1,2,2,2,2,1,1,1,1,1,4,1,1,1,1,4,3,4,3,3,3,4,4,4,4,4,4,4,2,22,1
2,1,1,2003,2,5,1,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,2,2,2,2,2,21,1
2,1,4,2002,2,4,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,2,4,3,3,3,3,3,22,1
2,2,1,2002,1,1,1,4,2,4,2,4,4,3,3,4,3,3,3,3,3,3,3,4,1,4,4,3,2,2,3,2,2,3,2,22,1
2,1,4,2003,2,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,4,5,4,5,5,4,5,21,1
2,1,1,2005,1,1,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,3,4,3,4,4,3,3,19,1
2,1,3,2003,3,6,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,4,1,3,3,4,4,2,2,5,5,4,3,3,2,21,1
2,1,1,2003,1,1,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2,3,3,4,4,3,4,2,2,2,3,3,4,4,4,21,1
2,1,1,2004,1,2,3,3,2,3,2,4,4,3,3,4,2,2,2,1,1,5,5,5,5,4,4,2,3,4,1,2,5,2,2,20,1
2,1,1,2000,1,2,1,4,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,2,2,3,3,2,24,1
2,1,1,1992,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3,32,1
2,1,3,2003,1,3,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,4,2,3,5,2,4,2,2,21,1
2,1,4,2001,4,3,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,4,3,3,3,4,2,4,2,3,2,2,2,23,1
2,1,4,1989,2,3,2,1,4,4,3,1,1,1,1,2,2,2,2,2,2,3,3,3,3,5,5,3,4,4,4,3,3,4,5,35,1
2,1,4,1991,2,6,1,3,2,4,1,2,2,2,2,3,3,3,2,2,2,4,4,4,4,4,4,3,4,4,5,4,5,4,4,33,1
2,1,1,1988,1,1,3,1,2,4,4,3,3,3,3,3,4,3,2,2,3,5,4,4,4,4,4,3,2,3,5,5,4,3,3,36,1
2,1,1,2001,1,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,5,5,1,5,5,23,1
2,1,1,2001,1,1,1,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,3,3,23,1
2,1,1,2002,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,4,4,2,3,3,5,5,5,5,5,22,1
2,1,4,2001,2,6,1,4,4,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,1,1,1,1,1,23,1
1,1,3,2003,4,3,2,4,4,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,2,2,2,2,2,21,0
2,1,4,2000,2,6,1,3,2,2,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,4,4,2,3,2,3,3,3,3,4,24,1
2,1,4,2002,2,5,3,4,4,4,4,1,1,1,1,2,2,2,2,2,2,4,4,4,4,3,4,2,2,2,5,3,2,2,3,22,1
1,2,4,2002,4,6,2,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4,22,0
2,2,3,1986,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,38,1
2,2,3,2003,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,3,3,3,3,4,21,1
2,1,3,2002,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,4,4,3,3,3,3,2,22,1
2,2,3,2002,2,6,2,1,2,2,2,4,4,2,2,4,2,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,22,1
2,1,4,2002,2,3,1,4,4,4,3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,3,2,2,2,4,4,4,4,4,22,1
2,1,1,2003,2,1,1,3,3,3,3,1,2,2,1,1,1,1,1,1,2,4,4,4,4,4,4,2,2,3,3,4,2,2,2,21,1
1,1,3,2001,2,6,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,3,3,3,3,3,3,3,23,0
1,1,4,2003,1,6,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,2,2,2,3,3,3,3,3,21,0
2,1,4,2003,2,5,1,2,2,4,4,1,1,1,1,1,3,1,1,1,5,3,4,3,3,4,5,3,3,3,1,1,1,1,1,21,1
2,2,3,2003,2,4,1,1,1,1,1,2,4,2,2,2,1,1,1,1,4,4,2,4,4,4,5,5,5,5,5,5,5,4,3,21,1
2,1,1,2005,1,2,1,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3,19,1
2,1,1,2001,1,1,2,3,2,4,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,4,3,3,3,2,23,1
2,1,2,2001,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,3,3,3,3,23,1
1,1,2,2000,1,2,3,4,3,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,2,1,3,5,5,5,5,5,24,0
2,1,3,2002,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,5,3,3,3,5,5,5,5,5,22,1
2,1,3,2001,2,4,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,4,5,4,2,2,2,2,23,1
2,1,1,2002,1,1,1,2,2,4,3,2,2,2,2,2,2,2,2,2,4,4,3,4,3,4,4,2,3,4,5,4,4,3,3,22,1
2,2,1,2002,1,1,2,3,2,3,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,3,4,3,3,3,4,5,5,4,3,22,1
