Gender_sebelum,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Average monthly expenditure for online shopping in relation to monthly income,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3 ,SC4 ,SC5,NE1,NE2,NE3,NE4,NE5,Age,Gender
2,1,3,2002,3,1,1,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,3,3,4,4,4,22,1
2,1,2,1979,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,3,4,4,3,4,3,5,4,5,4,4,45,1
2,1,1,2002,1,2,1,3,3,2,3,1,1,1,1,1,1,1,1,1,3,4,4,5,4,4,3,3,2,3,2,3,2,2,1,22,1
1,1,2,2000,2,6,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,24,0
1,1,4,2000,2,4,1,2,2,4,1,2,2,2,2,2,1,2,2,1,2,3,3,4,3,4,5,2,3,3,1,1,2,4,4,24,0
2,1,1,2000,1,1,1,4,3,2,1,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,2,4,4,3,5,4,4,3,24,1
2,1,1,2000,1,2,1,5,4,4,1,1,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,1,2,1,24,1
2,2,2,2000,1,2,4,4,4,3,5,3,3,3,3,3,3,3,3,3,4,5,5,5,5,3,3,2,3,2,3,4,3,3,3,24,1
2,2,1,2000,1,1,2,3,2,3,4,5,5,5,4,5,1,4,3,4,4,4,4,4,4,3,3,2,2,3,2,3,3,3,4,24,1
2,1,1,2000,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,2,2,4,3,4,4,3,24,1
2,1,1,1997,1,1,1,5,4,4,3,2,2,2,2,3,3,3,3,3,3,4,5,5,4,4,4,3,2,3,4,3,4,3,3,27,1
2,2,3,2002,2,5,1,2,2,2,2,2,4,2,2,4,2,2,2,2,2,3,3,3,3,4,4,2,4,4,3,3,4,4,4,22,1
2,1,3,1998,1,1,6,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,26,1
2,2,1,2002,1,1,1,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,2,2,4,4,4,3,3,22,1
2,1,3,2000,2,2,1,2,1,4,1,3,3,3,3,2,5,3,1,1,1,4,4,4,4,5,5,3,2,5,5,5,5,5,4,24,1
2,1,1,2000,1,1,2,3,2,2,3,1,1,1,1,2,3,3,3,3,3,4,4,4,4,3,3,2,2,2,5,5,5,4,4,24,1
2,2,1,2002,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,22,1
2,1,4,2000,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,4,3,3,3,5,5,5,5,5,24,1
2,2,1,2002,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,22,1
1,2,4,2001,4,6,2,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4,23,0
2,1,1,1999,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,2,2,3,5,5,4,5,3,25,1
2,1,2,2000,1,1,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,1,2,2,2,3,4,3,24,1
1,1,3,2000,2,6,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,2,3,3,4,4,3,3,24,0
2,1,3,2000,4,3,1,4,4,4,4,1,1,1,1,2,3,2,2,2,2,4,4,4,4,3,3,2,3,4,4,4,4,4,4,24,1
2,1,3,1999,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,4,4,5,4,3,3,3,25,1
2,1,2,1998,1,2,2,3,2,3,2,1,1,1,1,2,2,2,1,1,1,4,3,4,4,4,4,2,2,2,3,3,3,3,3,26,1
2,2,3,1997,2,6,1,4,5,2,4,5,5,2,4,5,2,4,5,3,5,3,5,3,5,4,2,2,1,3,5,4,5,3,5,27,1
2,1,4,1996,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,2,3,3,3,3,3,2,3,28,1
2,1,1,1995,1,1,1,2,2,1,4,1,1,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,2,3,3,3,5,3,4,29,1
1,1,1,1994,1,2,2,4,3,3,2,3,4,2,3,2,3,2,2,2,2,4,4,4,4,5,4,3,3,3,4,3,4,4,3,30,0
2,1,1,1999,1,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,2,2,4,4,25,1
2,1,2,1998,1,2,3,5,4,5,4,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,1,2,2,2,2,4,5,3,26,1
1,2,3,1997,2,5,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,5,5,5,5,27,0
1,1,1,1996,1,2,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,3,2,3,3,3,4,3,28,0
2,1,1,1995,1,1,1,4,3,2,1,5,5,3,5,4,3,3,3,3,3,4,4,4,5,5,5,4,5,5,1,1,1,1,1,29,1
2,1,4,1994,2,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,4,4,4,30,1
2,1,1,1999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,5,4,4,4,4,3,25,1
2,1,4,1998,2,5,1,2,2,3,2,2,2,1,2,2,2,3,2,3,3,4,3,4,3,4,3,3,3,3,3,2,4,3,4,26,1
2,1,1,1997,1,1,1,4,3,3,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,3,3,3,4,4,3,3,3,3,3,27,1
2,1,4,1996,2,4,2,3,4,4,4,2,4,2,1,2,1,1,1,1,1,5,5,5,3,3,4,3,3,2,5,4,5,3,5,28,1
2,2,3,1995,2,4,1,5,5,5,4,1,1,1,1,2,1,2,1,1,2,4,3,4,3,3,4,2,3,3,5,4,4,3,3,29,1
2,2,1,1994,1,1,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,2,3,2,3,2,30,1
2,1,2,1999,1,2,1,2,3,3,2,1,1,1,1,1,1,2,4,1,1,4,4,5,4,5,4,1,5,5,3,5,4,3,4,25,1
2,1,2,1998,1,1,1,4,4,2,2,2,2,2,2,3,4,3,3,3,3,4,4,4,4,4,4,2,3,2,5,5,5,5,5,26,1
2,1,2,1997,1,1,1,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2,27,1
2,1,1,2000,1,1,3,5,3,3,3,1,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,2,2,2,2,2,2,2,1,24,1
2,1,4,1996,2,4,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,4,4,4,4,4,28,1
2,1,2,1995,3,4,1,2,2,4,2,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,3,3,3,3,29,1
2,1,1,1994,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,3,2,4,2,2,30,1
2,1,1,1999,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,3,3,4,3,3,2,4,4,3,4,3,3,25,1
1,1,3,2004,2,6,1,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,1,20,0
1,1,1,2002,1,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,2,3,2,2,5,3,3,4,1,22,0
1,1,3,2002,4,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,2,2,4,3,3,4,3,1,1,22,0
1,1,1,2002,1,1,2,2,2,2,4,1,1,1,1,2,2,2,2,2,2,4,3,4,3,4,4,2,3,2,2,2,2,2,2,22,0
2,1,3,2002,2,3,1,5,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,5,5,4,4,3,4,4,5,5,5,5,5,22,1
1,1,4,2001,2,6,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,5,2,2,3,2,2,23,0
2,1,1,2004,1,2,1,4,2,3,1,1,1,1,1,1,2,2,2,2,2,4,4,3,4,4,4,2,2,2,3,3,3,4,3,20,1
2,2,2,2004,2,6,1,2,2,4,2,1,1,1,1,2,2,2,2,2,3,4,4,4,3,3,2,4,2,4,4,4,4,4,4,20,1
2,1,3,2001,2,6,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,5,4,3,3,2,23,1
2,1,3,2003,4,4,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,3,3,3,3,3,4,2,3,21,1
2,1,1,2004,1,1,1,4,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,3,2,5,4,5,5,5,20,1
2,2,1,2001,1,2,1,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,2,2,2,5,4,5,2,2,23,1
2,2,3,2000,2,4,2,3,3,3,2,4,4,4,3,4,2,3,2,2,1,4,4,4,3,3,3,2,3,2,5,5,5,5,5,24,1
2,1,3,2003,1,2,1,1,2,2,2,3,3,3,3,3,3,3,2,1,2,4,3,3,3,4,4,3,3,3,4,3,5,1,3,21,1
1,2,3,2002,2,4,3,4,5,1,4,2,4,5,5,5,5,4,5,4,5,5,2,2,3,4,5,4,2,1,4,5,2,2,1,22,0
1,2,3,1999,2,3,1,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2,25,0
1,2,2,1999,2,4,1,4,5,2,4,5,1,4,5,5,3,5,5,4,4,5,5,2,3,4,5,4,2,1,4,5,2,3,1,25,0
2,1,1,1999,1,2,3,4,3,5,3,3,3,3,5,3,3,3,3,3,3,5,4,4,4,4,4,1,1,1,4,2,2,3,1,25,1
2,1,3,1998,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,26,1
2,2,2,1997,2,4,2,4,5,1,4,4,5,2,4,2,5,3,4,5,4,2,3,4,5,4,5,3,2,1,4,2,5,2,5,27,1
1,2,4,1996,4,3,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,5,5,3,2,5,1,1,2,1,1,28,0
1,1,4,1995,2,5,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,2,2,2,2,29,0
2,1,3,1994,3,6,1,4,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,5,5,5,5,5,30,1
2,2,2,1999,2,2,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,3,3,3,3,25,1
2,1,4,1998,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,4,4,4,2,4,4,2,2,26,1
2,1,1,1995,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,2,5,5,5,5,5,29,1
1,2,1,1994,1,1,2,1,1,1,1,5,5,5,5,4,4,3,3,3,4,4,4,4,4,5,5,5,5,5,2,2,2,1,1,30,0
2,1,3,1993,3,5,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,31,1
2,1,3,1992,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,3,3,3,2,3,2,2,32,1
2,1,4,1995,2,3,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,4,5,4,4,4,4,3,29,1
2,1,3,1994,2,6,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,3,3,4,2,2,2,2,2,30,1
2,1,3,1993,2,5,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,5,5,3,3,3,3,3,31,1
1,2,4,1992,2,6,1,5,3,3,1,1,1,1,1,1,3,3,3,1,1,3,3,3,3,4,4,3,3,3,4,3,3,4,3,32,0
2,2,4,1995,3,2,3,3,3,3,4,2,2,2,2,4,4,3,3,3,3,5,5,5,5,3,3,2,2,5,5,5,5,5,3,29,1
1,1,3,1994,2,6,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,3,4,4,4,4,2,2,2,2,3,4,4,2,30,0
1,2,4,1993,4,6,2,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4,31,0
2,1,4,1992,2,4,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,32,1
2,1,1,1995,1,3,2,4,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,3,5,2,1,3,5,5,3,3,1,29,1
2,1,1,1994,1,1,1,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,30,1
2,1,3,1993,2,6,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,4,31,1
2,2,3,1992,2,6,3,4,5,2,3,4,4,3,2,4,3,3,3,1,1,4,4,4,4,4,4,2,3,3,5,5,5,3,2,32,1
2,1,3,1975,2,6,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,4,4,3,3,4,5,4,5,4,4,49,1
1,1,1,2000,1,2,1,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3,24,0
2,2,4,2002,4,5,3,4,5,2,5,5,3,4,5,5,4,5,3,4,5,4,5,3,4,4,5,4,2,1,2,2,3,1,2,22,1
2,1,3,2004,2,4,1,4,3,3,1,1,1,1,1,3,3,3,1,1,1,4,4,4,3,4,4,3,4,4,4,3,4,3,3,20,1
2,2,2,2000,2,4,1,3,3,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,3,3,24,1
1,1,1,2004,1,2,1,2,4,3,1,2,2,2,2,2,1,1,1,1,1,4,3,3,3,4,4,2,4,4,3,3,2,2,2,20,0
2,1,4,2002,2,6,1,2,1,3,1,1,1,1,1,1,1,1,5,1,1,4,4,4,3,5,5,4,5,5,5,5,5,3,3,22,1
2,1,2,2002,2,1,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,3,1,2,2,5,4,3,3,2,22,1
1,1,4,2002,2,6,1,4,4,3,1,2,4,4,4,4,3,3,3,2,2,4,3,4,3,5,5,4,4,5,4,3,4,4,3,22,0
1,1,1,2001,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,4,4,5,5,5,5,3,23,0
1,1,1,2002,1,1,2,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,5,4,4,4,22,0
1,1,3,2001,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,2,3,2,4,3,2,23,0
1,1,1,2002,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,5,5,1,1,1,4,4,4,4,5,22,0
2,1,1,2001,1,1,1,1,2,3,1,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,5,5,4,23,1
1,1,1,2002,1,6,1,1,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,4,4,4,4,4,3,4,4,22,0
2,1,1,2001,1,2,1,3,2,3,3,4,4,2,4,4,3,2,3,2,3,3,4,3,4,4,4,3,2,4,3,3,2,3,2,23,1
1,2,3,2001,1,1,2,1,1,2,3,3,4,4,5,2,2,3,3,2,1,2,1,2,2,3,4,2,1,2,4,4,3,5,3,23,0
2,1,3,2002,2,4,2,2,2,4,2,4,4,3,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,2,2,2,2,2,22,1
2,1,3,2000,2,4,6,1,1,3,3,1,1,1,1,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,3,2,2,3,3,24,1
1,1,2,2002,1,1,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,4,3,4,3,3,3,3,4,22,0
1,2,1,2002,2,3,1,3,2,2,2,4,3,3,2,3,2,2,2,2,3,2,3,2,3,4,3,2,3,3,3,3,3,4,3,22,0
2,1,1,2003,1,1,1,5,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,3,21,1
2,1,1,2003,1,1,2,4,3,3,4,4,4,4,4,3,3,3,4,3,3,4,3,4,3,4,4,2,2,3,4,2,2,2,2,21,1
1,1,1,2004,1,1,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,2,4,5,2,2,2,2,2,20,0
2,1,1,2003,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,4,3,2,3,3,5,5,5,3,5,21,1
2,1,3,2003,3,2,1,4,4,4,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,21,1
2,1,1,2003,1,1,1,4,2,2,1,2,2,2,2,3,2,3,3,2,3,3,3,3,3,4,4,3,4,4,5,5,5,4,4,21,1
2,1,3,2003,2,2,1,3,2,5,3,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,2,2,5,5,5,5,5,21,1
2,1,3,2003,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,3,3,1,1,3,2,1,21,1
1,1,4,2004,2,3,1,3,2,2,3,1,1,1,1,2,4,2,2,2,2,1,4,1,1,4,1,5,5,5,2,2,2,2,2,20,0
1,1,1,2002,2,4,1,4,3,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3,3,4,4,4,4,3,5,4,5,4,4,22,0
1,1,1,2003,1,1,1,4,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,2,2,2,5,3,3,3,3,21,0
1,1,3,2002,3,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,5,5,3,22,0
1,1,1,2003,4,2,1,4,4,2,1,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,21,0
2,1,1,1977,2,5,1,4,4,3,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,5,5,4,4,4,4,5,4,5,4,47,1
1,1,3,2001,2,3,1,4,4,4,1,2,2,2,2,3,3,4,3,3,4,3,3,3,3,4,4,2,2,2,4,4,4,4,4,23,0
1,2,1,2004,1,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,3,2,1,20,0
2,1,4,2002,2,6,1,5,5,4,4,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,5,5,5,5,3,3,3,3,3,22,1
1,1,4,2003,2,2,1,5,5,5,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,4,4,3,4,4,3,3,3,3,2,21,0
1,2,3,2003,2,6,1,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5,21,0
1,1,1,2000,1,1,1,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,3,5,24,0
2,1,1,2004,1,1,1,2,1,2,1,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,4,3,4,20,1
2,1,3,2001,3,1,1,2,2,3,2,2,4,3,4,2,2,2,2,2,2,4,4,4,4,4,4,2,3,2,5,5,5,4,3,23,1
1,2,1,2000,1,1,2,4,3,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,4,4,5,2,5,4,3,4,24,0
1,1,1,2002,1,1,1,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,22,0
2,2,3,2004,2,6,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,20,1
1,1,4,2003,4,2,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,2,21,0
1,2,1,2001,1,3,1,5,5,5,2,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,2,3,2,4,3,4,4,4,23,0
2,1,1,2001,1,1,4,2,2,3,3,1,2,2,2,3,2,2,3,3,3,3,3,4,4,4,4,2,2,2,5,4,4,4,5,23,1
1,1,3,2002,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,3,3,3,3,3,22,0
2,1,1,2002,1,1,1,4,4,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,22,1
1,1,3,1980,1,1,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,44,0
1,1,3,2002,2,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,3,3,5,5,3,22,0
2,1,4,2003,2,5,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,21,1
2,1,1,2003,1,2,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,2,21,1
2,1,3,2003,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,21,1
2,1,1,2003,1,1,1,4,3,3,1,2,2,2,2,2,2,2,2,2,2,4,2,3,3,4,4,2,2,2,3,3,3,4,3,21,1
2,2,1,2000,1,1,3,2,2,2,2,3,2,3,2,2,2,2,3,4,4,2,2,2,3,4,2,3,4,4,3,3,3,3,3,24,1
2,1,1,2002,1,1,1,1,1,2,1,4,4,4,4,3,2,2,2,1,3,3,3,3,3,4,4,3,3,3,1,3,5,4,3,22,1
2,1,4,2001,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,4,3,4,3,5,5,5,23,1
2,1,1,2002,1,1,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,3,3,2,3,4,4,4,22,1
2,1,3,2002,2,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,4,3,3,3,3,3,22,1
2,1,3,2003,2,3,1,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,3,3,3,3,3,21,1
2,2,1,2001,1,1,1,3,1,2,1,3,3,3,2,3,3,2,2,2,2,3,2,3,2,2,3,5,5,3,3,3,3,3,4,23,1
1,1,1,2004,1,2,1,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,3,2,1,20,0
1,1,3,2003,3,1,2,4,3,3,4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,3,21,0
2,2,1,2003,1,2,3,4,4,4,3,1,1,1,1,2,2,2,1,1,2,3,3,2,3,4,4,3,3,2,4,4,5,4,2,21,1
1,1,3,1989,1,1,1,5,4,3,2,4,4,4,4,4,1,3,3,3,4,3,2,3,3,4,4,3,4,4,3,3,3,4,3,35,0
1,1,3,2003,1,1,1,3,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,4,3,21,0
2,1,2,2002,4,2,1,3,2,2,2,2,2,2,2,4,3,3,3,3,3,4,4,4,4,4,4,2,2,3,1,5,2,5,1,22,1
2,1,1,2003,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,3,3,21,1
2,1,1,2001,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,1,4,3,3,3,3,4,4,2,3,3,4,4,4,5,5,23,1
